jobs,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
Data Science and Research,131310,Senior,Full-time,In-person,United States,M
Data Science and Research,135960,Senior,Full-time,In-person,United States,M
Data Science and Research,70960,Senior,Full-time,In-person,United States,M
Data Engineering,128750,Senior,Full-time,In-person,United States,M
Data Engineering,86250,Senior,Full-time,In-person,United States,M
Data Analysis,185100,Senior,Full-time,Remote,United States,M
Data Analysis,133300,Senior,Full-time,Remote,United States,M
Data Engineering,75000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,130000,Entry-level,Full-time,Remote,United States,L
Machine Learning and AI,85000,Mid-level,Full-time,In-person,United States,M
Leadership and Management,80000,Mid-level,Full-time,In-person,United States,M
Leadership and Management,70000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,260000,Senior,Full-time,In-person,United States,M
Leadership and Management,105000,Senior,Full-time,In-person,United States,M
Leadership and Management,80000,Senior,Full-time,In-person,United States,M
Data Engineering,204750,Senior,Full-time,In-person,United States,M
Data Engineering,153550,Senior,Full-time,In-person,United States,M
Data Engineering,141000,Senior,Full-time,In-person,United States,M
Data Engineering,175000,Senior,Full-time,In-person,United States,M
Data Science and Research,120000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,207611,Senior,Full-time,In-person,United States,M
Machine Learning and AI,127876,Senior,Full-time,In-person,United States,M
Data Science and Research,170000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,144500,Mid-level,Full-time,Remote,United States,M
Machine Learning and AI,255360,Senior,Full-time,In-person,United States,M
Machine Learning and AI,212800,Senior,Full-time,In-person,United States,M
Data Analysis,106400,Senior,Full-time,In-person,United States,M
Data Analysis,81800,Senior,Full-time,In-person,United States,M
Leadership and Management,69139,Mid-level,Full-time,Remote,United States,M
Data Engineering,300105,Senior,Full-time,In-person,United States,M
Data Engineering,151090,Senior,Full-time,In-person,United States,M
Machine Learning and AI,217600,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,145000,Mid-level,Full-time,In-person,United States,M
Data Engineering,129000,Senior,Full-time,Remote,United States,M
Data Science and Research,50000,Senior,Full-time,In-person,United States,M
Data Engineering,108000,Senior,Full-time,In-person,United States,M
Data Analysis,80000,Mid-level,Full-time,In-person,United States,M
Data Analysis,59500,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,173400,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,215000,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,153000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,60000,Senior,Full-time,Remote,United States,L
Data Engineering,202000,Senior,Full-time,Remote,United States,M
Data Engineering,132000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,188000,Executive,Full-time,In-person,United States,M
Data Science and Research,105000,Senior,Full-time,In-person,United States,M
Data Management and Strategy,90000,Mid-level,Full-time,Remote,United States,M
Data Management and Strategy,73000,Mid-level,Full-time,Remote,United States,M
BI and Visualization,150000,Mid-level,Full-time,Remote,United States,M
BI and Visualization,135000,Mid-level,Full-time,Remote,United States,M
Leadership and Management,269600,Executive,Full-time,Remote,United States,M
BI and Visualization,156400,Senior,Full-time,In-person,United States,M
Data Science and Research,185900,Mid-level,Full-time,In-person,United States,M
Data Science and Research,129300,Mid-level,Full-time,In-person,United States,M
Data Engineering,146000,Mid-level,Full-time,In-person,United States,M
Data Engineering,97000,Mid-level,Full-time,In-person,United States,M
Data Engineering,147100,Senior,Full-time,In-person,United States,M
Data Engineering,90700,Senior,Full-time,In-person,United States,M
Data Science and Research,257000,Senior,Full-time,Remote,United States,M
Data Science and Research,197000,Senior,Full-time,Remote,United States,M
BI and Visualization,120000,Senior,Full-time,Remote,United States,M
Data Engineering,84800,Senior,Full-time,In-person,United States,M
Data Engineering,260000,Senior,Full-time,In-person,United States,M
Data Engineering,225000,Senior,Full-time,In-person,United States,M
Leadership and Management,213600,Senior,Full-time,In-person,United States,M
Leadership and Management,142400,Senior,Full-time,In-person,United States,M
Machine Learning and AI,85000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,207900,Senior,Full-time,In-person,United States,M
Data Science and Research,158400,Senior,Full-time,In-person,United States,M
Machine Learning and AI,241300,Senior,Full-time,In-person,United States,M
Machine Learning and AI,211949,Senior,Full-time,In-person,United States,M
Data Management and Strategy,115000,Senior,Full-time,Remote,United States,M
Data Management and Strategy,90000,Senior,Full-time,Remote,United States,M
Data Science and Research,172200,Mid-level,Full-time,Remote,United States,M
Data Science and Research,131200,Mid-level,Full-time,Remote,United States,M
Machine Learning and AI,123800,Senior,Full-time,Remote,United States,M
Data Science and Research,142500,Senior,Full-time,In-person,United States,M
Machine Learning and AI,204000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,180000,Executive,Full-time,Remote,United States,M
Machine Learning and AI,160000,Executive,Full-time,Remote,United States,M
BI and Visualization,193600,Senior,Full-time,In-person,United States,M
BI and Visualization,130838,Senior,Full-time,In-person,United States,M
Data Engineering,225500,Senior,Full-time,In-person,United States,M
Data Engineering,139400,Senior,Full-time,In-person,United States,M
Machine Learning and AI,218755,Senior,Full-time,In-person,United States,M
Data Science and Research,250830,Senior,Full-time,In-person,United States,M
Data Science and Research,143370,Senior,Full-time,In-person,United States,M
Leadership and Management,260000,Senior,Full-time,In-person,United States,M
Data Science and Research,203500,Senior,Full-time,In-person,United States,M
Data Science and Research,166500,Senior,Full-time,In-person,United States,M
Data Science and Research,148350,Senior,Full-time,In-person,United States,M
Data Science and Research,87400,Senior,Full-time,In-person,United States,M
Data Science and Research,157550,Senior,Full-time,In-person,United States,M
Data Science and Research,104650,Senior,Full-time,In-person,United States,M
Data Engineering,139500,Senior,Full-time,Remote,United States,M
Data Engineering,118575,Senior,Full-time,Remote,United States,M
Data Analysis,129150,Senior,Full-time,In-person,United States,M
Data Analysis,98400,Senior,Full-time,In-person,United States,M
BI and Visualization,98010,Senior,Full-time,In-person,United States,M
BI and Visualization,66825,Senior,Full-time,In-person,United States,M
Data Science and Research,170000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,170000,Mid-level,Full-time,In-person,United States,S
Machine Learning and AI,120000,Mid-level,Full-time,In-person,United States,S
Data Analysis,229000,Mid-level,Full-time,In-person,United States,M
Data Analysis,131000,Mid-level,Full-time,In-person,United States,M
Data Analysis,192000,Senior,Full-time,Remote,United States,M
Data Analysis,164000,Senior,Full-time,Remote,United States,M
Data Science and Research,223800,Senior,Full-time,In-person,United States,M
Data Science and Research,172100,Senior,Full-time,In-person,United States,M
Data Science and Research,258800,Senior,Full-time,In-person,United States,M
Data Science and Research,199200,Senior,Full-time,In-person,United States,M
Data Science and Research,148000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,193600,Senior,Full-time,In-person,United States,M
Machine Learning and AI,119700,Senior,Full-time,In-person,United States,M
Data Science and Research,175750,Senior,Full-time,In-person,United States,M
Data Science and Research,136742,Senior,Full-time,In-person,United States,M
Data Science and Research,257400,Mid-level,Full-time,In-person,United States,M
Data Science and Research,193500,Mid-level,Full-time,In-person,United States,M
Data Science and Research,228856,Senior,Full-time,Remote,United States,M
Data Science and Research,144540,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,140000,Senior,Full-time,Remote,United States,M
Data Science and Research,155000,Senior,Full-time,Remote,United States,M
Data Science and Research,125000,Senior,Full-time,Remote,United States,M
Data Engineering,150600,Senior,Full-time,Remote,United States,M
Data Engineering,120500,Senior,Full-time,Remote,United States,M
Data Science and Research,176000,Senior,Full-time,In-person,United States,M
Leadership and Management,200000,Senior,Full-time,Remote,United States,L
Data Architecture and Modeling,115500,Mid-level,Full-time,In-person,United States,M
Data Architecture and Modeling,73500,Mid-level,Full-time,In-person,United States,M
Data Science and Research,225000,Senior,Full-time,Remote,United States,M
Data Science and Research,172758,Senior,Full-time,Remote,United States,M
Data Engineering,245000,Senior,Full-time,Remote,United States,M
Data Engineering,194992,Senior,Full-time,Remote,United States,M
Data Science and Research,140000,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,213800,Senior,Full-time,In-person,United States,M
Machine Learning and AI,180300,Senior,Full-time,In-person,United States,M
Data Science and Research,250300,Executive,Full-time,Remote,United States,M
Machine Learning and AI,262269,Senior,Full-time,Remote,United States,M
Machine Learning and AI,230797,Senior,Full-time,Remote,United States,M
Data Engineering,147100,Mid-level,Full-time,In-person,United States,M
Data Engineering,90700,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,185000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,145000,Senior,Full-time,In-person,United States,M
Data Science and Research,90000,Mid-level,Full-time,Remote,United States,M
Data Analysis,195000,Senior,Full-time,Remote,United States,M
Data Analysis,73500,Senior,Full-time,Remote,United States,M
Machine Learning and AI,158900,Senior,Full-time,Remote,United States,M
Machine Learning and AI,132400,Senior,Full-time,Remote,United States,M
Machine Learning and AI,140000,Mid-level,Full-time,Remote,United States,S
Leadership and Management,130000,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,163800,Senior,Full-time,In-person,United States,M
Machine Learning and AI,126000,Senior,Full-time,In-person,United States,M
Data Science and Research,111967,Senior,Full-time,Remote,United States,M
Data Analysis,88000,Mid-level,Full-time,In-person,United States,M
Data Engineering,216027,Senior,Full-time,Remote,United States,M
Data Engineering,101028,Senior,Full-time,Remote,United States,M
Data Science and Research,159100,Senior,Full-time,In-person,United States,L
